candidate_id,instance_id,family,family_label,restricted,topology,synthesis,actions,n_aux,retained_cubic,reduced,logical_Q,maximum_penalty,category,evidence_json,input_hash,historical_resources_json
868d264392cbca998f122d8b,max3sat_003,max3sat,max3sat,True,line12,canonical,"0,1,1,2,0",5,0,5,11,1.1,full,"{""applicable"":true,""assignments_checked"":2048,""encoded_polynomial_sha256"":""3572dfca2a577f19a4c9d9c3f4cce1938a8c4f77d03bb709e7c7951c372e11b1"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",e4e126873e29b449ab4ea3ea99dab353a4642ed2fec342c7328829163315f2c9,"{""D"": 65, ""G"": 148, ""J"": 0.7135416666666666, ""M"": 1.1, ""Q"": 11, ""logical_Q"": 11}"
2960f2e9cfb1275179aa9922,max3sat_003,max3sat,max3sat,True,line12,canonical,"0,2,0,0,2",4,0,5,10,1.1,full,"{""applicable"":true,""assignments_checked"":1024,""encoded_polynomial_sha256"":""a915fc6c453b69548120d6809d50365b522eada53465317db6bd920286282417"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",de95018ab30c349a15b7b14bb9a6511e5d4e271b3fe3af08001b626ef0bc0479,"{""D"": 45, ""G"": 116, ""J"": 0.5593750000000001, ""M"": 1.1, ""Q"": 10, ""logical_Q"": 10}"
7d13910d1afd342e88005fb5,max3sat_003,max3sat,max3sat,True,line12,canonical,"2,2,0,2,1",4,0,5,10,1.1,full,"{""applicable"":true,""assignments_checked"":1024,""encoded_polynomial_sha256"":""3d8e1e382bd5bcc07d0a5779deaeaf00ee4f9b70c8f7d09773a4ffa92d4ed0b8"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",de22b4bff5e7149e9553360c184c650a5aa64ab501e6853048501499987144ab,"{""D"": 50, ""G"": 112, ""J"": 0.5635416666666667, ""M"": 1.1, ""Q"": 10, ""logical_Q"": 10}"
98a98e1ea5c7462a7eca10d8,max3sat_003,max3sat,max3sat,True,line12,canonical,"0,1,2,0,2",5,0,5,11,1.1,full,"{""applicable"":true,""assignments_checked"":2048,""encoded_polynomial_sha256"":""2480a247093d5fc40838bc43cd43a44a6362d1478d0451d7befba905e7b7b62b"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",ef3fc37e62051260e0486314fd8bc21848a8d0936cfd105dbec39f6445a2b5b3,"{""D"": 62, ""G"": 145, ""J"": 0.7026041666666667, ""M"": 1.1, ""Q"": 11, ""logical_Q"": 11}"
ab90a9afaad97a8e989207c3,max3sat_003,max3sat,max3sat,True,line12,canonical,"0,1,1,0,2",5,0,5,11,1.1,full,"{""applicable"":true,""assignments_checked"":2048,""encoded_polynomial_sha256"":""2b7d082f053cfcadda19b6f70e914fee2cc51b5bf4134c9c47c016ee457517ad"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",18287f7a25d3fd6aee511106e10cbfe93494571f11d5050ed95161aab3d32d57,"{""D"": 57, ""G"": 141, ""J"": 0.6859375000000001, ""M"": 1.1, ""Q"": 11, ""logical_Q"": 11}"
b60e84e5b76f1ca303faa8ec,max3sat_003,max3sat,max3sat,True,line12,canonical,"0,1,1,1,2",5,0,5,11,1.1,full,"{""applicable"":true,""assignments_checked"":2048,""encoded_polynomial_sha256"":""a37e12d12f805b66b9f5e9a36e341e31ed70bccf82de265b29c0b7feef36ef88"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",84599b6d49bafdcae489a092550e3c02e2c3c0fcee1d640490bc5113b824542f,"{""D"": 57, ""G"": 141, ""J"": 0.6859375000000001, ""M"": 1.1, ""Q"": 11, ""logical_Q"": 11}"
f2c470430f3de6f3c6e6b33a,max3sat_003,max3sat,max3sat,True,line12,canonical,"1,1,0,1,2",5,0,5,11,1.1,full,"{""applicable"":true,""assignments_checked"":2048,""encoded_polynomial_sha256"":""cdf14562f9bfdd7b044c3c2b9dc88c02a28a575d9d3e28415a503beda4c94188"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",b7e0b63eab13dc742a309d474b8ba5c6a02257b8c9ee54230f49a250adbb37ac,"{""D"": 57, ""G"": 141, ""J"": 0.6859375000000001, ""M"": 1.1, ""Q"": 11, ""logical_Q"": 11}"
3ab093c02ed35d7513a74c59,max3sat_003,max3sat,max3sat,True,line12,canonical,"0,0,0,2,2",5,0,5,11,1.1,full,"{""applicable"":true,""assignments_checked"":2048,""encoded_polynomial_sha256"":""666eeb1a20120780c5d2bd1380d7412522f7cb6a8f894f6143386025b80e6ad2"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",c1559469a635527a582f3ecbf510dc22840c3a8b14881b74b945120c2836d95d,"{""D"": 49, ""G"": 135, ""J"": 0.6598958333333333, ""M"": 1.1, ""Q"": 11, ""logical_Q"": 11}"
832c0b4a6654e4751b63a991,max3sat_003,max3sat,max3sat,True,line12,canonical,"1,0,0,2,0",4,0,5,10,2.2,full,"{""applicable"":true,""assignments_checked"":1024,""encoded_polynomial_sha256"":""714d3cc451258de00ddb96d18bda808d7d0fc15d8a58fd71e136ddc074690e9c"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",282f7e9cf230ae70bd35f1480dba70edb3d546aac74d605ad81e0659afb8a493,"{""D"": 60, ""G"": 125, ""J"": 0.6390625, ""M"": 2.2, ""Q"": 10, ""logical_Q"": 10}"
a57b992298ba0557bd6114d1,max3sat_003,max3sat,max3sat,True,line12,canonical,"2,2,1,1,1",5,0,5,11,1.1,full,"{""applicable"":true,""assignments_checked"":2048,""encoded_polynomial_sha256"":""fb1dd1fa2644e32af3eca4fc45c4d1cac640070601c0240671046fc47b40014e"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",4318be500d767ce93eb476dddf735da7117b309daa5e69a61fcfec2ab4899efe,"{""D"": 48, ""G"": 130, ""J"": 0.65, ""M"": 1.1, ""Q"": 11, ""logical_Q"": 11}"
28c44287d9502f216358abf4,max3sat_003,max3sat,max3sat,True,line12,canonical,"1,1,1,2,2",5,0,5,11,1.1,full,"{""applicable"":true,""assignments_checked"":2048,""encoded_polynomial_sha256"":""a29f52d50702a8d35dfde20fa35bf6ebf1b47caa5f40ad796232237c86658295"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",e33de67366360c73fdd129dc9b29a16bd3eba2f2f0a5c72c863622bda70724eb,"{""D"": 57, ""G"": 141, ""J"": 0.6859375000000001, ""M"": 1.1, ""Q"": 11, ""logical_Q"": 11}"
99f1e4e3f2851c898807aecf,max3sat_003,max3sat,max3sat,True,line12,canonical,"0,2,1,0,2",4,0,5,10,1.1,full,"{""applicable"":true,""assignments_checked"":1024,""encoded_polynomial_sha256"":""03354eaaa0b75c348b5b50b4a03cf66bb7b8edb93dce466cae7fc91a5e70c308"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",27bc349c74bea3736c29d8095483ac375d3b7a02b499909203f5f3d712cb9351,"{""D"": 45, ""G"": 116, ""J"": 0.5593750000000001, ""M"": 1.1, ""Q"": 10, ""logical_Q"": 10}"
00b17ff63f4ca98494e7967a,max3sat_003,max3sat,max3sat,True,line12,canonical,"2,1,2,0,1",5,0,5,11,1.1,full,"{""applicable"":true,""assignments_checked"":2048,""encoded_polynomial_sha256"":""d40102882172652e6e78eabbe256958074e903cdc96a1bd0b10cb7844ff33b5d"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",ae330983243be7c4966ac567dbc29d020ccaa39aa9cb367632074dce0512ffa3,"{""D"": 54, ""G"": 144, ""J"": 0.6843750000000001, ""M"": 1.1, ""Q"": 11, ""logical_Q"": 11}"
d8005adb9d8699a534addfa9,max3sat_003,max3sat,max3sat,True,line12,canonical,"2,0,0,0,2",4,0,5,10,1.1,full,"{""applicable"":true,""assignments_checked"":1024,""encoded_polynomial_sha256"":""d8eab1f1ebfd6309aae117009883ebcefe0f134c855a35896bb05f17d33d45a0"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",21ec745745a5500ccd4370acf7c6c720fab075a4c5dc7846fc3547ec65c53655,"{""D"": 52, ""G"": 123, ""J"": 0.5848958333333334, ""M"": 1.1, ""Q"": 10, ""logical_Q"": 10}"
ce3e7fe31133c2c4c2a39e32,max3sat_003,max3sat,max3sat,True,line12,canonical,"1,1,0,0,0",4,0,5,10,2.2,full,"{""applicable"":true,""assignments_checked"":1024,""encoded_polynomial_sha256"":""e4e6f8449fa6b3aa5805a8e8f77c2a32ebdd5d4d9769000bdf3f1ed5298d622b"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",3e8111ea8b76a6de5de2c28d1465123f9110b3c0ad583a4acfa037885747a77f,"{""D"": 55, ""G"": 127, ""J"": 0.6317708333333333, ""M"": 2.2, ""Q"": 10, ""logical_Q"": 10}"
608595101330b6e2e87ced16,max3sat_003,max3sat,max3sat,True,line12,canonical,"2,1,0,0,0",3,0,5,9,2.2,full,"{""applicable"":true,""assignments_checked"":512,""encoded_polynomial_sha256"":""dd9b081e5dcf9ef743e5f91021b138f63d436806203e4a2bc8b6ad5659a0d16d"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",fe5dd988d7fe73c640aa6de2f18fb17497e90616a10669c28150ee6297dbcef9,"{""D"": 52, ""G"": 110, ""J"": 0.5364583333333334, ""M"": 2.2, ""Q"": 9, ""logical_Q"": 9}"
fec9ccfa2346fd5fae9c457f,max3sat_003,max3sat,max3sat,True,line12,canonical,"1,0,0,0,2",4,0,5,10,2.2,full,"{""applicable"":true,""assignments_checked"":1024,""encoded_polynomial_sha256"":""a7704d2ddbb95e76e7186bcbc27ddf172fb5baaf1344fa12b609cd8f4f7ed4a3"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",efd26ab33294d04a2386352ba1124d9316106c5dd7091735969d085949f89778,"{""D"": 57, ""G"": 122, ""J"": 0.6281249999999999, ""M"": 2.2, ""Q"": 10, ""logical_Q"": 10}"
041fbd5e2bbf1f4b3e3f0a82,max3sat_003,max3sat,max3sat,True,line12,canonical,"0,2,0,1,2",4,0,5,10,1.1,full,"{""applicable"":true,""assignments_checked"":1024,""encoded_polynomial_sha256"":""e553fa4fa886184d05665d9e59a5c3c3bb7d34b34e8439b313796b8f0dbad9df"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",5313c23dcf75d70259558eb2626d619f64afaf54c049c1229c72c9d011139d13,"{""D"": 45, ""G"": 116, ""J"": 0.5593750000000001, ""M"": 1.1, ""Q"": 10, ""logical_Q"": 10}"
fa70386b014a8145bfaab298,max3sat_003,max3sat,max3sat,True,line12,canonical,"1,1,2,0,2",5,0,5,11,1.1,full,"{""applicable"":true,""assignments_checked"":2048,""encoded_polynomial_sha256"":""adc56375c211cc1dc68b70cbccce505a8026d96aa1f5d51db9ef82a88a44e0ff"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",72ea8c14d561462fdeaca949a2f91c89008f77321ea4e09ae898a93d3a8a6122,"{""D"": 62, ""G"": 145, ""J"": 0.7026041666666667, ""M"": 1.1, ""Q"": 11, ""logical_Q"": 11}"
dd85e418bfbd79f4e8bbb64c,max3sat_003,max3sat,max3sat,True,line12,canonical,"0,1,2,1,1",5,0,5,11,1.1,full,"{""applicable"":true,""assignments_checked"":2048,""encoded_polynomial_sha256"":""205bcc5563019bc1ac9eb2bed29c967abf5d72c3905485c5e8c31bf1eae75a29"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",60b2de39751c340136b0fbb60fd29109647e7847e5ad08abbb7f51ac23975c5d,"{""D"": 54, ""G"": 140, ""J"": 0.6781250000000001, ""M"": 1.1, ""Q"": 11, ""logical_Q"": 11}"
ac7dc78a6a096ce0fc8137b5,max3sat_003,max3sat,max3sat,True,line12,canonical,"1,0,2,2,2",3,0,5,9,2.2,full,"{""applicable"":true,""assignments_checked"":512,""encoded_polynomial_sha256"":""018807a0485d7d4d1947703926f03e22ca3fb5a5f96440d5248dda6ab9521003"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",7d9d252bde452d1513525ca802db9e72e8e43f0ee4d90f9f05f35de798fa8f0f,"{""D"": 46, ""G"": 106, ""J"": 0.5177083333333333, ""M"": 2.2, ""Q"": 9, ""logical_Q"": 9}"
ae5ca853305a4eae1e1b209b,max3sat_003,max3sat,max3sat,True,line12,canonical,"1,0,2,1,1",4,0,5,10,2.2,full,"{""applicable"":true,""assignments_checked"":1024,""encoded_polynomial_sha256"":""4e50c9874884961ae377a7b6acb19d5b4c7e0207efe5b543657383970a831e76"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",e54f49f3aded04398a3c87a31a9f92964efd29f3849bcf283d65bd71d457c7b1,"{""D"": 54, ""G"": 120, ""J"": 0.61875, ""M"": 2.2, ""Q"": 10, ""logical_Q"": 10}"
7a3e9cb17828cf49493d57b9,max3sat_003,max3sat,max3sat,True,line12,canonical,"-1,-1,-1,-1,-1",0,5,0,6,0.0,native,"{""applicable"":true,""assignments_checked"":64,""encoded_polynomial_sha256"":""f1081534380f4ee73a857ff4d9a37fa0a21a54c79cbc8c15c49c8d888ab35731"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",2a623afb086a87fbd86aaac6b89ce999ba19fc1e2235fddd00d9237595ea4363,"{""D"": 63, ""G"": 77, ""J"": 0.2515625, ""M"": 0, ""Q"": 6, ""logical_Q"": 6}"
3262a21feff4f1ea021e5572,max3sat_003,max3sat,max3sat,True,line12,canonical,"1,0,-1,-1,-1",1,3,2,7,2.2,strict_mixed,"{""applicable"":true,""assignments_checked"":128,""encoded_polynomial_sha256"":""8696174fed7e31e060381d49708b6bac2428f0b1efb44e7273b8720c98d5a15e"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",45a4a1340cf026f1fad7dec4b1424bc206b1444ba3afc3262c6405d095b89693,"{""D"": 47, ""G"": 79, ""J"": 0.3526041666666667, ""M"": 2.2, ""Q"": 7, ""logical_Q"": 7}"
a72c147c95883224b7da698e,max3sat_003,max3sat,max3sat,True,line12,canonical,"2,-1,0,-1,-1",1,3,2,7,1.1,strict_mixed,"{""applicable"":true,""assignments_checked"":128,""encoded_polynomial_sha256"":""9158a67a8b42d42529e00faa257e570a8ed826fea01a07801b948ebfd4db0801"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",d48252509741f2f7a54888fff4a37412431f0b7821b9a2b73ff9470b2291572b,"{""D"": 56, ""G"": 88, ""J"": 0.35104166666666664, ""M"": 1.1, ""Q"": 7, ""logical_Q"": 7}"
d4a86b266c813073b542df97,max3sat_003,max3sat,max3sat,True,line12,canonical,"-1,-1,-1,0,0",1,3,2,7,2.2,strict_mixed,"{""applicable"":true,""assignments_checked"":128,""encoded_polynomial_sha256"":""b7392e4621ebdea562b250396d29964c75ca7125c1f0946436792d31c1243938"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",5ca817ff96d77eff480ef62a17525d0f50984408b7b05a4113874b56f96b1bc9,"{""D"": 55, ""G"": 83, ""J"": 0.3755208333333333, ""M"": 2.2, ""Q"": 7, ""logical_Q"": 7}"
99ed2dcfbdfa131a26805a3c,max3sat_003,max3sat,max3sat,True,line12,canonical,"-1,-1,2,2,-1",1,3,2,7,2.2,strict_mixed,"{""applicable"":true,""assignments_checked"":128,""encoded_polynomial_sha256"":""5162b7673bb0a07d86212a1ab4743fe0cb56228f0878c4fcadbaa98689f02070"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",31fbf493cf677473ae9fb3a5a21b457dd1bd98faf4d12b089dfa492dc5146660,"{""D"": 55, ""G"": 88, ""J"": 0.3833333333333333, ""M"": 2.2, ""Q"": 7, ""logical_Q"": 7}"
5e0c50742cef4f006664def4,max3sat_003,max3sat,max3sat,True,line12,canonical,"-1,2,-1,-1,2",1,3,2,7,1.1,strict_mixed,"{""applicable"":true,""assignments_checked"":128,""encoded_polynomial_sha256"":""ba7f7d21a56526c66cb0fedae32444e385e5680fcac9e65e83629aa99771d766"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",ad50ae3cec7852debfe111ff817bbaccd4e5728e1a8de096f6441a2e4da524f0,"{""D"": 47, ""G"": 89, ""J"": 0.3338541666666667, ""M"": 1.1, ""Q"": 7, ""logical_Q"": 7}"
e065d921ecd9838a4c8fcd8f,max3sat_003,max3sat,max3sat,True,line12,canonical,"1,-1,-1,-1,-1",1,4,1,7,1.1,strict_mixed,"{""applicable"":true,""assignments_checked"":128,""encoded_polynomial_sha256"":""ad901b3e4d80a2098590b575431979cbbfa9315733a5c9b9f473959adb1de3e5"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",3d97c3aefafdeb444c4105af0ec783998a648c080ad5521500d558ef578b90a9,"{""D"": 49, ""G"": 84, ""J"": 0.3302083333333333, ""M"": 1.1, ""Q"": 7, ""logical_Q"": 7}"
5feb82ba14b036aaa2be28cd,max3sat_003,max3sat,max3sat,True,line12,canonical,"1,0,0,-1,-1",2,2,3,8,2.2,strict_mixed,"{""applicable"":true,""assignments_checked"":256,""encoded_polynomial_sha256"":""2f30a5ad50213f38ebbc538b770dd088b4747ec571446875181362e25ad32bcd"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",1a287a16e03ba92df9ab35867f8d0c33ed68f159d1eb1e0171a2c0fd793fc255,"{""D"": 62, ""G"": 104, ""J"": 0.4854166666666666, ""M"": 2.2, ""Q"": 8, ""logical_Q"": 8}"
2e6d06f58be5e5eab03969ab,max3sat_003,max3sat,max3sat,True,line12,canonical,"1,0,0,0,-1",3,1,4,9,2.2,strict_mixed,"{""applicable"":true,""assignments_checked"":512,""encoded_polynomial_sha256"":""e5b8fdb1585162a3095eab1fd406bee528218d5361a7318e3dc7be3fcbdc099c"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",12798d3fb3b97be7db4bd1930b4c71f64c7b8344f9e35e52605cfbf08fb850a7,"{""D"": 59, ""G"": 116, ""J"": 0.5604166666666667, ""M"": 2.2, ""Q"": 9, ""logical_Q"": 9}"
f1c750f16c66f31ea4bff8af,max3sat_003,max3sat,max3sat,True,line12,canonical,"0,0,1,1,0",5,0,5,11,1.1,full,"{""applicable"":true,""assignments_checked"":2048,""encoded_polynomial_sha256"":""f434b9b8985f5e660703b8113081b82feb069157707ca8f542a0dc3dd40c029e"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",db7f03136de7e2069c142f0f2d7b2260848c8e79cd7255da18ffeeef671822c2,"{""D"": 52, ""G"": 139, ""J"": 0.6723958333333333, ""M"": 1.1, ""Q"": 11, ""logical_Q"": 11}"
6d12bc35527b46efe441b4a3,max3sat_003,max3sat,max3sat,True,line12,canonical,"1,2,-1,0,1",4,1,4,10,1.1,strict_mixed,"{""applicable"":true,""assignments_checked"":1024,""encoded_polynomial_sha256"":""32d9fcf81bdc857363f08f41aac4e5e32af4b0c89c23a1a57d37f9b1cabc4945"",""inconsistent_minimiser_count"":0,""method"":""exhaustive_all_x_y_unique_consistent_lift"",""mismatch_count"":0}",2a0704ffc4a571d51df9325532d6e3dc4d8d136c8510cadbd08617eda00020fb,"{""D"": 59, ""G"": 130, ""J"": 0.6104166666666667, ""M"": 1.1, ""Q"": 10, ""logical_Q"": 10}"
